                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    519,                0.51753,                0.28021,                0.87317,                 0.9984,                      1,                  0.995,                0.72691,                0.88765,                0.34796,                 1.0977,             0.00088382,             0.00088382,             0.00088382
                    520,                0.47111,                0.27079,                0.89026,                0.99863,                      1,                  0.995,                0.73176,                0.86047,                0.33428,                 1.0781,             0.00088231,             0.00088231,             0.00088231
                    521,                0.55458,                0.29004,                0.87632,                0.99863,                      1,                  0.995,                0.73176,                0.86047,                0.33428,                 1.0781,             0.00088079,             0.00088079,             0.00088079
                    522,                0.48414,                0.27612,                0.89558,                0.99864,                      1,                  0.995,                0.73915,                0.84929,                0.33464,                  1.069,             0.00087928,             0.00087928,             0.00087928
                    523,                0.56092,                0.29879,                0.85664,                0.99864,                      1,                  0.995,                0.73915,                0.84929,                0.33464,                  1.069,             0.00087776,             0.00087776,             0.00087776
                    524,                0.58103,                0.29299,                0.89672,                0.99876,                      1,                  0.995,                0.73357,                0.85055,                0.34379,                 1.0665,             0.00087625,             0.00087625,             0.00087625
                    525,                0.58172,                0.29237,                0.89008,                0.99876,                      1,                  0.995,                0.73357,                0.85055,                0.34379,                 1.0665,             0.00087473,             0.00087473,             0.00087473
                    526,                0.46828,                0.27018,                0.86359,                0.99877,                      1,                  0.995,                0.73566,                0.85458,                0.33047,                 1.0648,             0.00087322,             0.00087322,             0.00087322
                    527,                0.52204,                0.27926,                0.87245,                0.99877,                      1,                  0.995,                0.73566,                0.85458,                0.33047,                 1.0648,              0.0008717,              0.0008717,              0.0008717
                    528,                0.51146,                0.28173,                  0.892,                0.99845,                      1,                  0.995,                0.73104,                0.86011,                0.32124,                 1.0696,             0.00087019,             0.00087019,             0.00087019
                    529,                0.51617,                0.28241,                0.83851,                0.99845,                      1,                  0.995,                0.73104,                0.86011,                0.32124,                 1.0696,             0.00086867,             0.00086867,             0.00086867
                    530,                0.53357,                0.27011,                0.89012,                0.99803,                      1,                  0.995,                0.72764,                0.87763,                0.32061,                 1.0806,             0.00086716,             0.00086716,             0.00086716
                    531,                0.51178,                0.28378,                0.86603,                0.99803,                      1,                  0.995,                0.72764,                0.87763,                0.32061,                 1.0806,             0.00086565,             0.00086565,             0.00086565
                    532,                 0.5019,                0.27573,                0.84856,                0.99797,                      1,                  0.995,                0.72536,                0.86849,                0.32634,                 1.0767,             0.00086413,             0.00086413,             0.00086413
                    533,                0.49927,                0.27845,                0.85993,                0.99797,                      1,                  0.995,                0.72536,                0.86849,                0.32634,                 1.0767,             0.00086262,             0.00086262,             0.00086262
                    534,                0.45056,                0.25322,                0.86768,                0.99845,                      1,                  0.995,                0.73841,                0.84512,                0.32318,                 1.0619,              0.0008611,              0.0008611,              0.0008611
                    535,                0.49023,                0.27801,                0.84371,                0.99845,                      1,                  0.995,                0.73841,                0.84512,                0.32318,                 1.0619,             0.00085959,             0.00085959,             0.00085959
                    536,                 0.5176,                0.28191,                0.89701,                0.99869,                      1,                  0.995,                0.73807,                0.86027,                0.32173,                 1.0727,             0.00085807,             0.00085807,             0.00085807
                    537,                0.54962,                0.29559,                0.90759,                0.99869,                      1,                  0.995,                0.73807,                0.86027,                0.32173,                 1.0727,             0.00085656,             0.00085656,             0.00085656
                    538,                0.49387,                0.28146,                0.84727,                0.99849,                      1,                  0.995,                0.74022,                0.87457,                0.33369,                 1.0807,             0.00085504,             0.00085504,             0.00085504
                    539,                0.46453,                0.27131,                0.85193,                0.99849,                      1,                  0.995,                0.74022,                0.87457,                0.33369,                 1.0807,             0.00085353,             0.00085353,             0.00085353
                    540,                 0.4664,                0.27346,                 0.9111,                0.99422,                      1,                  0.995,                0.74017,                0.87633,                0.32817,                  1.077,             0.00085201,             0.00085201,             0.00085201
                    541,                0.54166,                0.28519,                0.87202,                0.99422,                      1,                  0.995,                0.74017,                0.87633,                0.32817,                  1.077,              0.0008505,              0.0008505,              0.0008505
                    542,                 0.4831,                0.27013,                0.88972,                0.99404,                      1,                  0.995,                0.73852,                0.86577,                0.31976,                 1.0715,             0.00084898,             0.00084898,             0.00084898
                    543,                 0.5273,                 0.2846,                0.85245,                0.99404,                      1,                  0.995,                0.73852,                0.86577,                0.31976,                 1.0715,             0.00084747,             0.00084747,             0.00084747
                    544,                0.47798,                0.26521,                0.86336,                0.99412,                      1,                  0.995,                0.74285,                0.85632,                0.32558,                 1.0672,             0.00084595,             0.00084595,             0.00084595
                    545,                0.58994,                0.31809,                0.91748,                0.99412,                      1,                  0.995,                0.74285,                0.85632,                0.32558,                 1.0672,             0.00084444,             0.00084444,             0.00084444
                    546,                0.56145,                0.29891,                0.87892,                  0.994,                      1,                  0.995,                 0.7455,                0.85566,                0.32848,                 1.0668,             0.00084292,             0.00084292,             0.00084292
                    547,                  0.507,                0.29395,                0.90274,                  0.994,                      1,                  0.995,                 0.7455,                0.85566,                0.32848,                 1.0668,             0.00084141,             0.00084141,             0.00084141
                    548,                0.44607,                0.25943,                0.87837,                0.99389,                      1,                  0.995,                0.74708,                0.85785,                0.33791,                 1.0672,             0.00083989,             0.00083989,             0.00083989
                    549,                0.46508,                0.26225,                0.85437,                0.99389,                      1,                  0.995,                0.74708,                0.85785,                0.33791,                 1.0672,             0.00083838,             0.00083838,             0.00083838
                    550,                0.47136,                0.26726,                0.85175,                0.99391,                      1,                0.99495,                0.73969,                0.86653,                0.33384,                 1.0722,             0.00083686,             0.00083686,             0.00083686
                    551,                0.43942,                0.25712,                0.87348,                0.99391,                      1,                0.99495,                0.73969,                0.86653,                0.33384,                 1.0722,             0.00083535,             0.00083535,             0.00083535
                    552,                0.48505,                0.25842,                0.87743,                0.99867,                      1,                  0.995,                0.74773,                0.85736,                0.33673,                 1.0688,             0.00083383,             0.00083383,             0.00083383
                    553,                0.50203,                0.27562,                0.86525,                0.99867,                      1,                  0.995,                0.74773,                0.85736,                0.33673,                 1.0688,             0.00083232,             0.00083232,             0.00083232
                    554,                0.63724,                0.34182,                 1.0242,                0.99887,                      1,                  0.995,                0.74899,                0.85936,                0.32931,                 1.0759,              0.0008308,              0.0008308,              0.0008308
                    555,                0.48681,                0.26378,                0.83516,                0.99887,                      1,                  0.995,                0.74899,                0.85936,                0.32931,                 1.0759,             0.00082929,             0.00082929,             0.00082929
                    556,                0.50021,                0.26136,                0.87228,                0.99358,                      1,                0.99495,                0.73508,                 0.8614,                0.33273,                 1.0706,             0.00082777,             0.00082777,             0.00082777
                    557,                0.47614,                0.27444,                0.86528,                0.99358,                      1,                0.99495,                0.73508,                 0.8614,                0.33273,                 1.0706,             0.00082626,             0.00082626,             0.00082626
                    558,                 0.4739,                0.26477,                0.88302,                0.99254,                      1,                0.99495,                0.73471,                 0.8862,                 0.3432,                 1.0795,             0.00082474,             0.00082474,             0.00082474
                    559,                0.45529,                0.26456,                0.83187,                0.99254,                      1,                0.99495,                0.73471,                 0.8862,                 0.3432,                 1.0795,             0.00082323,             0.00082323,             0.00082323
                    560,                0.47934,                0.27513,                0.84076,                0.99345,                      1,                0.99495,                0.73045,                0.88382,                0.34758,                 1.0799,             0.00082171,             0.00082171,             0.00082171
                    561,                0.51298,                0.26867,                0.87655,                0.99345,                      1,                0.99495,                0.73045,                0.88382,                0.34758,                 1.0799,              0.0008202,              0.0008202,              0.0008202
                    562,                0.48365,                0.27841,                0.84959,                0.99388,                      1,                0.99495,                0.73345,                0.85974,                0.33288,                 1.0687,             0.00081868,             0.00081868,             0.00081868
                    563,                0.49119,                0.26412,                0.85435,                0.99388,                      1,                0.99495,                0.73345,                0.85974,                0.33288,                 1.0687,             0.00081717,             0.00081717,             0.00081717
                    564,                0.49919,                0.26559,                0.92431,                0.99601,                      1,                  0.995,                 0.7358,                0.85667,                0.32574,                 1.0696,             0.00081566,             0.00081566,             0.00081566
                    565,                0.50564,                0.26583,                0.88693,                0.99601,                      1,                  0.995,                 0.7358,                0.85667,                0.32574,                 1.0696,             0.00081414,             0.00081414,             0.00081414
                    566,                0.59177,                0.29876,                0.86812,                0.99901,                      1,                  0.995,                0.72927,                0.86101,                0.32705,                 1.0747,             0.00081263,             0.00081263,             0.00081263
                    567,                0.45159,                0.25151,                0.87884,                0.99901,                      1,                  0.995,                0.72927,                0.86101,                0.32705,                 1.0747,             0.00081111,             0.00081111,             0.00081111
                    568,                0.45927,                0.25433,                0.83935,                0.99891,                      1,                  0.995,                0.71981,                0.86316,                0.32651,                 1.0764,              0.0008096,              0.0008096,              0.0008096
                    569,                0.45481,                0.24401,                0.83467,                0.99891,                      1,                  0.995,                0.71981,                0.86316,                0.32651,                 1.0764,             0.00080808,             0.00080808,             0.00080808
                    570,                0.47436,                0.24205,                0.84189,                0.99848,                      1,                  0.995,                0.72998,                0.86121,                0.32952,                 1.0741,             0.00080657,             0.00080657,             0.00080657
                    571,                0.52521,                0.27968,                0.84947,                0.99848,                      1,                  0.995,                0.72998,                0.86121,                0.32952,                 1.0741,             0.00080505,             0.00080505,             0.00080505
                    572,                0.49351,                0.25951,                 0.8685,                0.99887,                      1,                  0.995,                0.73036,                0.85733,                0.32791,                 1.0734,             0.00080354,             0.00080354,             0.00080354
                    573,                0.49249,                0.26275,                0.84119,                0.99887,                      1,                  0.995,                0.73036,                0.85733,                0.32791,                 1.0734,             0.00080202,             0.00080202,             0.00080202
                    574,                0.51191,                0.28263,                 0.8367,                 0.9989,                      1,                  0.995,                0.73918,                0.86121,                0.32926,                  1.076,             0.00080051,             0.00080051,             0.00080051
                    575,                0.50932,                0.28558,                0.86419,                 0.9989,                      1,                  0.995,                0.73918,                0.86121,                0.32926,                  1.076,             0.00079899,             0.00079899,             0.00079899
                    576,                0.44574,                 0.2506,                0.83844,                0.99877,                      1,                  0.995,                0.74239,                0.85554,                0.32647,                 1.0703,             0.00079748,             0.00079748,             0.00079748
                    577,                0.45576,                0.25004,                0.86915,                0.99877,                      1,                  0.995,                0.74239,                0.85554,                0.32647,                 1.0703,             0.00079596,             0.00079596,             0.00079596
                    578,                0.54103,                0.28707,                 0.8551,                0.99876,                      1,                  0.995,                0.74354,                0.85398,                0.32729,                 1.0688,             0.00079445,             0.00079445,             0.00079445
                    579,                0.54142,                0.27882,                 0.8718,                0.99876,                      1,                  0.995,                0.74354,                0.85398,                0.32729,                 1.0688,             0.00079293,             0.00079293,             0.00079293
                    580,                0.48889,                0.26334,                0.89798,                0.99875,                      1,                  0.995,                0.75096,                0.84859,                0.32185,                  1.065,             0.00079142,             0.00079142,             0.00079142
                    581,                0.46714,                0.26082,                0.83159,                0.99875,                      1,                  0.995,                0.75096,                0.84859,                0.32185,                  1.065,              0.0007899,              0.0007899,              0.0007899
                    582,                0.53373,                0.27113,                0.86234,                0.99889,                      1,                  0.995,                  0.746,                0.87329,                0.32251,                 1.0818,             0.00078839,             0.00078839,             0.00078839
                    583,                0.55043,                 0.2845,                0.85342,                0.99889,                      1,                  0.995,                  0.746,                0.87329,                0.32251,                 1.0818,             0.00078687,             0.00078687,             0.00078687
                    584,                0.53803,                0.27452,                0.86363,                0.99903,                      1,                  0.995,                0.73373,                0.88369,                 0.3198,                  1.088,             0.00078536,             0.00078536,             0.00078536
                    585,                 0.4842,                 0.2508,                0.85708,                0.99903,                      1,                  0.995,                0.73373,                0.88369,                 0.3198,                  1.088,             0.00078384,             0.00078384,             0.00078384
                    586,                0.50598,                0.27779,                0.88528,                0.99895,                      1,                  0.995,                 0.7498,                 0.8634,                0.31837,                 1.0754,             0.00078233,             0.00078233,             0.00078233
                    587,                0.48746,                0.27048,                0.83878,                0.99895,                      1,                  0.995,                 0.7498,                 0.8634,                0.31837,                 1.0754,             0.00078081,             0.00078081,             0.00078081
                    588,                 0.4555,                0.26091,                0.86125,                0.99768,                      1,                  0.995,                0.74002,                0.87531,                0.32264,                 1.0852,              0.0007793,              0.0007793,              0.0007793
                    589,                0.48546,                0.25403,                0.84119,                0.99768,                      1,                  0.995,                0.74002,                0.87531,                0.32264,                 1.0852,             0.00077778,             0.00077778,             0.00077778
                    590,                0.55694,                0.27439,                0.88227,                0.99374,                      1,                  0.995,                0.73922,                0.89923,                0.33463,                 1.1025,             0.00077627,             0.00077627,             0.00077627
                    591,                0.53213,                0.27868,                 0.8957,                0.99374,                      1,                  0.995,                0.73922,                0.89923,                0.33463,                 1.1025,             0.00077475,             0.00077475,             0.00077475
                    592,                0.49648,                0.26995,                0.83885,                0.99362,                      1,                  0.995,                0.74341,                0.89932,                0.33962,                 1.1031,             0.00077324,             0.00077324,             0.00077324
                    593,                0.50605,                0.28601,                0.86847,                0.99362,                      1,                  0.995,                0.74341,                0.89932,                0.33962,                 1.1031,             0.00077172,             0.00077172,             0.00077172
                    594,                0.46439,                0.25999,                 0.8331,                0.99324,                      1,                  0.995,                0.74416,                0.88616,                0.33356,                 1.0958,             0.00077021,             0.00077021,             0.00077021
                    595,                0.51127,                0.27607,                0.90071,                0.99324,                      1,                  0.995,                0.74416,                0.88616,                0.33356,                 1.0958,             0.00076869,             0.00076869,             0.00076869
                    596,                0.47589,                0.25519,                0.90595,                 0.9937,                      1,                  0.995,                0.74136,                0.87032,                0.32426,                  1.079,             0.00076718,             0.00076718,             0.00076718
                    597,                0.45714,                 0.2541,                0.82842,                 0.9937,                      1,                  0.995,                0.74136,                0.87032,                0.32426,                  1.079,             0.00076567,             0.00076567,             0.00076567
                    598,                0.48109,                0.26539,                0.84713,                0.99412,                      1,                  0.995,                0.74234,                0.86383,                0.32041,                 1.0709,             0.00076415,             0.00076415,             0.00076415
                    599,                0.49348,                0.27068,                0.86934,                0.99412,                      1,                  0.995,                0.74234,                0.86383,                0.32041,                 1.0709,             0.00076264,             0.00076264,             0.00076264
                    600,                0.55448,                0.30329,                0.86037,                0.99889,                      1,                  0.995,                0.74006,                0.85243,                0.31655,                 1.0649,             0.00076112,             0.00076112,             0.00076112
                    601,                0.48587,                0.26844,                0.85729,                0.99889,                      1,                  0.995,                0.74006,                0.85243,                0.31655,                 1.0649,             0.00075961,             0.00075961,             0.00075961
                    602,                0.52568,                0.28708,                0.86985,                0.99886,                      1,                  0.995,                 0.7505,                0.84916,                 0.3162,                 1.0697,             0.00075809,             0.00075809,             0.00075809
                    603,                0.47623,                0.25973,                0.85026,                0.99886,                      1,                  0.995,                 0.7505,                0.84916,                 0.3162,                 1.0697,             0.00075658,             0.00075658,             0.00075658
                    604,                0.49086,                0.26727,                0.89335,                 0.9989,                      1,                  0.995,                 0.7565,                0.84161,                0.31271,                 1.0695,             0.00075506,             0.00075506,             0.00075506
                    605,                0.47837,                 0.2723,                 0.8507,                 0.9989,                      1,                  0.995,                 0.7565,                0.84161,                0.31271,                 1.0695,             0.00075355,             0.00075355,             0.00075355
                    606,                0.45512,                0.26002,                0.84754,                0.99895,                      1,                  0.995,                0.76101,                0.84767,                0.31112,                 1.0733,             0.00075203,             0.00075203,             0.00075203
                    607,                0.52249,                0.28257,                0.84222,                0.99895,                      1,                  0.995,                0.76101,                0.84767,                0.31112,                 1.0733,             0.00075052,             0.00075052,             0.00075052
                    608,                0.45619,                0.25418,                0.84333,                 0.9988,                      1,                  0.995,                 0.7508,                 0.8601,                0.30895,                 1.0783,               0.000749,               0.000749,               0.000749
                    609,                0.45065,                0.25133,                0.86145,                 0.9988,                      1,                  0.995,                 0.7508,                 0.8601,                0.30895,                 1.0783,             0.00074749,             0.00074749,             0.00074749
                    610,                0.46164,                0.25286,                0.84873,                0.99863,                      1,                  0.995,                0.74359,                0.85731,                0.31229,                 1.0722,             0.00074597,             0.00074597,             0.00074597
                    611,                0.47433,                0.26295,                0.85354,                0.99863,                      1,                  0.995,                0.74359,                0.85731,                0.31229,                 1.0722,             0.00074446,             0.00074446,             0.00074446
                    612,                0.46595,                0.25872,                0.83761,                0.99886,                      1,                  0.995,                0.75536,                 0.8504,                0.31951,                 1.0661,             0.00074294,             0.00074294,             0.00074294
                    613,                0.46262,                0.24891,                0.85921,                0.99886,                      1,                  0.995,                0.75536,                 0.8504,                0.31951,                 1.0661,             0.00074143,             0.00074143,             0.00074143
                    614,                0.43826,                0.24331,                0.85393,                0.99952,                      1,                  0.995,                0.74934,                0.87606,                0.32037,                 1.0821,             0.00073991,             0.00073991,             0.00073991
                    615,                0.49544,                0.25251,                0.88244,                0.99952,                      1,                  0.995,                0.74934,                0.87606,                0.32037,                 1.0821,              0.0007384,              0.0007384,              0.0007384
                    616,                0.49161,                0.25828,                0.87678,                0.99906,                      1,                  0.995,                0.74196,                0.87346,                0.32281,                 1.0861,             0.00073688,             0.00073688,             0.00073688
                    617,                0.47207,                0.25467,                0.85597,                0.99906,                      1,                  0.995,                0.74196,                0.87346,                0.32281,                 1.0861,             0.00073537,             0.00073537,             0.00073537
                    618,                0.47168,                0.25628,                 0.8436,                0.99871,                      1,                  0.995,                0.72228,                0.88003,                0.33318,                 1.0937,             0.00073385,             0.00073385,             0.00073385
                    619,                0.55778,                0.29481,                0.86625,                0.99871,                      1,                  0.995,                0.72228,                0.88003,                0.33318,                 1.0937,             0.00073234,             0.00073234,             0.00073234
                    620,                 0.5114,                0.27617,                0.90577,                0.99851,                      1,                  0.995,                0.71232,                 0.9105,                0.33865,                 1.1114,             0.00073082,             0.00073082,             0.00073082
                    621,                0.51841,                0.27364,                0.90808,                0.99851,                      1,                  0.995,                0.71232,                 0.9105,                0.33865,                 1.1114,             0.00072931,             0.00072931,             0.00072931
                    622,                 0.4732,                0.25963,                 0.8519,                0.99873,                      1,                  0.995,                0.70938,                0.90591,                0.33479,                 1.1112,             0.00072779,             0.00072779,             0.00072779
                    623,                0.47973,                0.26375,                0.81859,                0.99873,                      1,                  0.995,                0.70938,                0.90591,                0.33479,                 1.1112,             0.00072628,             0.00072628,             0.00072628
                    624,                0.46861,                0.25604,                0.84156,                0.99904,                      1,                  0.995,                0.71785,                 0.8709,                0.32603,                 1.0908,             0.00072476,             0.00072476,             0.00072476
                    625,                0.45934,                0.25898,                0.82517,                0.99904,                      1,                  0.995,                0.71785,                 0.8709,                0.32603,                 1.0908,             0.00072325,             0.00072325,             0.00072325
                    626,                0.44301,                 0.2541,                0.84954,                0.99904,                      1,                  0.995,                0.72115,                 0.8549,                0.32725,                 1.0817,             0.00072173,             0.00072173,             0.00072173
                    627,                0.45617,                0.25236,                0.85555,                0.99904,                      1,                  0.995,                0.72115,                 0.8549,                0.32725,                 1.0817,             0.00072022,             0.00072022,             0.00072022
                    628,                0.48119,                0.25011,                 0.8449,                0.99896,                      1,                  0.995,                0.72211,                0.86715,                0.32148,                 1.0831,              0.0007187,              0.0007187,              0.0007187
                    629,                0.43045,                0.24583,                0.85051,                0.99896,                      1,                  0.995,                0.72211,                0.86715,                0.32148,                 1.0831,             0.00071719,             0.00071719,             0.00071719
                    630,                0.40639,                0.23646,                0.82916,                0.99887,                      1,                  0.995,                0.72717,                0.87025,                0.32422,                 1.0827,             0.00071568,             0.00071568,             0.00071568
                    631,                0.49291,                0.27398,                0.85895,                0.99887,                      1,                  0.995,                0.72717,                0.87025,                0.32422,                 1.0827,             0.00071416,             0.00071416,             0.00071416
                    632,                0.45115,                0.26038,                0.87248,                0.99898,                      1,                  0.995,                0.73312,                0.86157,                 0.3232,                 1.0737,             0.00071265,             0.00071265,             0.00071265
                    633,                0.47043,                0.26866,                0.88998,                0.99898,                      1,                  0.995,                0.73312,                0.86157,                 0.3232,                 1.0737,             0.00071113,             0.00071113,             0.00071113
                    634,                0.46351,                0.25611,                0.84341,                0.99971,                      1,                  0.995,                0.75097,                0.85178,                0.31423,                 1.0715,             0.00070962,             0.00070962,             0.00070962
                    635,                0.48826,                0.26232,                0.88253,                0.99971,                      1,                  0.995,                0.75097,                0.85178,                0.31423,                 1.0715,              0.0007081,              0.0007081,              0.0007081
                    636,                0.44161,                0.24585,                0.89068,                0.99971,                      1,                  0.995,                0.76055,                0.85309,                0.31399,                 1.0753,             0.00070659,             0.00070659,             0.00070659
                    637,                 0.4777,                0.26667,                0.85389,                0.99971,                      1,                  0.995,                0.76055,                0.85309,                0.31399,                 1.0753,             0.00070507,             0.00070507,             0.00070507
                    638,                0.49555,                0.28227,                0.85264,                 0.9997,                      1,                  0.995,                0.75628,                0.85173,                 0.3093,                 1.0777,             0.00070356,             0.00070356,             0.00070356
                    639,                0.47693,                0.26994,                0.82727,                 0.9997,                      1,                  0.995,                0.75628,                0.85173,                 0.3093,                 1.0777,             0.00070204,             0.00070204,             0.00070204
                    640,                0.48109,                0.25776,                0.86594,                0.99971,                      1,                  0.995,                0.75369,                0.86913,                 0.3172,                 1.0928,             0.00070053,             0.00070053,             0.00070053
                    641,                0.47305,                0.26902,                  0.838,                0.99971,                      1,                  0.995,                0.75369,                0.86913,                 0.3172,                 1.0928,             0.00069901,             0.00069901,             0.00069901
                    642,                0.47656,                0.27383,                0.84886,                 0.9986,                      1,                  0.995,                0.73732,                 0.8893,                0.32497,                 1.1055,              0.0006975,              0.0006975,              0.0006975
                    643,                0.49225,                0.26206,                0.86481,                 0.9986,                      1,                  0.995,                0.73732,                 0.8893,                0.32497,                 1.1055,             0.00069598,             0.00069598,             0.00069598
                    644,                0.52131,                 0.2711,                0.85613,                0.99844,                      1,                  0.995,                0.73567,                0.87773,                0.32555,                 1.1006,             0.00069447,             0.00069447,             0.00069447
                    645,                0.49381,                0.25875,                0.86153,                0.99844,                      1,                  0.995,                0.73567,                0.87773,                0.32555,                 1.1006,             0.00069295,             0.00069295,             0.00069295
                    646,                0.44765,                0.24791,                0.82563,                0.99819,                      1,                  0.995,                0.73995,                0.86703,                0.32574,                 1.0976,             0.00069144,             0.00069144,             0.00069144
                    647,                0.50051,                0.26795,                0.83127,                0.99819,                      1,                  0.995,                0.73995,                0.86703,                0.32574,                 1.0976,             0.00068992,             0.00068992,             0.00068992
                    648,                0.51264,                0.27306,                0.88292,                0.99799,                      1,                  0.995,                0.73857,                0.87031,                0.32996,                 1.1043,             0.00068841,             0.00068841,             0.00068841
                    649,                0.45269,                0.28554,                0.88626,                0.99799,                      1,                  0.995,                0.73857,                0.87031,                0.32996,                 1.1043,             0.00068689,             0.00068689,             0.00068689
                    650,                0.52661,                 0.2839,                0.85995,                0.99794,                      1,                  0.995,                0.73896,                0.86935,                0.32301,                 1.0966,             0.00068538,             0.00068538,             0.00068538
                    651,                0.43019,                0.23925,                0.83357,                0.99794,                      1,                  0.995,                0.73896,                0.86935,                0.32301,                 1.0966,             0.00068386,             0.00068386,             0.00068386
                    652,                0.43618,                0.24947,                0.82479,                0.99801,                      1,                  0.995,                0.74735,                0.86725,                0.32779,                 1.0917,             0.00068235,             0.00068235,             0.00068235
